493	20 
494	17 
495	19 
496	14 
497	10 
498	17 
499	11 
500	19 
501	2 
502	12 
503	8 
504	8 
505	22 
506	12 
507	19 
508	7 
509	6 
510	11 
511	11 
512	12 
513	20 
514	19 
515	4 
516	15 
517	11 
518	7 
519	8 
520	22 
521	19 
522	17 
523	4 
524	4 
525	3 
526	17 
527	8 
528	21 
529	8 
530	19 
531	6 
532	14 
533	5 
534	17 
535	21 
536	17 
537	19 
538	12 
539	14 
540	22 
541	3 
542	17 
543	1 
544	2 
545	3 
546	13 
547	22 
548	1 
549	20 
550	3 
551	13 
552	17 
553	16 
554	12 
555	21 
556	4 
557	1 
558	15 
559	6 
560	17 
561	22 
562	8 
563	18 
564	14 
565	19 
566	1 
567	17 
568	1 
569	13 
570	8 
571	18 
572	19 
573	7 
574	8 
575	16 
576	13 
577	8 
578	17 
579	6 
580	11 
581	6 
582	19 
583	14 
584	12 
585	14 
586	19 
587	3 
588	16 
589	22 
590	17 
591	14 
592	16 
593	12 
594	11 
595	18 
596	19 
597	15 
598	15 
599	19 
600	5 
601	2 
602	11 
603	17 
604	12 
605	16 
606	2 
607	2 
608	19 
609	8 
610	21 
611	2 
612	2 
613	13 
614	11 
615	16 
616	17 
617	6 
618	12 
619	8 
620	12 
621	5 
622	4 
623	21 
624	8 
625	16 
626	21 
627	14 
628	3 
629	17 
630	8 
631	14 
632	8 
633	7 
634	18 
635	15 
636	14 
637	4 
638	7 
639	4 
640	3 
641	21 
642	3 
643	14 
644	11 
645	9 
646	19 
647	16 
648	11 
649	12 
650	2 
651	7 
652	22 
653	1 
654	12 
655	2 
656	8 
657	19 
658	2 
659	22 
660	19 
661	2 
662	10 
663	19 
664	1 
665	1 
666	8 
667	17 
668	10 
669	14 
670	19 
671	12 
672	2 
673	19 
674	22 
675	11 
676	17 
677	8 
678	4 
679	13 
680	14 
681	3 
682	2 
683	17 
684	15 
685	6 
686	10 
687	2 
688	22 
689	8 
690	5 
691	22 
692	3 
693	15 
694	7 
695	6 
696	1 
697	9 
698	9 
699	13 
700	3 
701	4 
702	17 
703	20 
704	15 
705	4 
706	11 
707	13 
708	18 
709	17 
710	14 
711	1 
712	3 
713	20 
714	14 
715	5 
716	3 
717	1 
718	14 
719	9 
720	1 
721	17 
722	13 21 
723	19 
724	6 8 
725	16 
726	12 
727	20 
728	5 
729	21 
730	2 
731	11 
732	6 
733	15 
734	20 
735	20 
736	22 
737	1 
738	8 
739	16 
740	17 
741	6 
742	17 
743	2 
744	3 
745	20 
746	13 
747	11 
748	10 
749	8 
750	4 
751	7 
752	1 
753	20 
754	17 
755	12 
756	8 
757	16 
758	2 
759	19 
760	8 
761	3 
762	13 
763	13 
764	17 
765	10 
766	8 
767	11 
768	8 
769	12 
770	18 
771	21 
772	5 
773	17 
774	3 
775	19 
776	6 
777	10 
778	17 
779	5 
780	22 
781	1 
782	22 
783	7 
784	12 
785	20 
786	15 
787	8 
788	11 
789	12 
790	15 
791	19 
792	11 
793	15 
794	8 
795	20 
796	17 
797	4 
798	3 
799	9 
800	10 
801	18 
802	17 
803	18 
804	5 
805	10 
806	8 
807	4 
808	13 
809	2 
810	6 
811	19 
812	16 
813	1 
814	7 
815	17 
816	10 
817	15 
818	19 
819	5 
820	21 
821	22 
822	12 
823	8 
824	4 
825	22 
826	19 
827	14 
828	3 
829	8 
830	12 
831	17 
832	20 
833	12 
834	7 
835	3 
836	21 
837	14 
838	14 
839	10 
840	13 
841	15 
842	14 
843	12 
844	6 
845	19 
846	14 
847	14 
848	15 
849	5 
850	21 
851	4 
852	15 
853	10 
854	18 
855	22 
856	2 
857	12 
858	3 
859	17 
860	11 
861	21 
862	3 
863	1 
864	20 
865	19 
866	3 
867	7 17 
868	22 
869	8 
870	22 
871	21 
872	5 
873	7 
874	7 
875	4 
876	20 
877	19 
878	18 
879	17 
880	3 
881	4 
882	17 
883	11 
884	7 
885	17 
886	1 
887	6 
888	8 
889	21 
890	21 
891	12 
892	11 
893	9 
894	2 3 
895	22 
896	3 
897	21 
898	1 
899	19 
900	21 
901	17 
902	14 
903	19 
904	22 
905	1 
906	22 
907	11 
908	20 22 
909	11 
910	21 
911	7 
912	7 
913	8 
914	22 
915	12 
916	11 
917	20 
918	1 
919	9 
920	5 
921	17 
922	17 
923	2 
924	3 
925	3 
926	14 
927	14 
928	7 
929	3 
930	1 
931	11 
932	7 
933	4 
934	3 
935	12 
936	21 
937	12 20 
938	16 
939	19 
940	7 
941	12 
942	1 
943	14 
944	2 
945	13 
946	22 
947	21 
948	3 
949	1 
950	22 
951	22 
952	17 
953	16 
954	6 
955	3 
956	3 
957	22 
958	13 
959	2 
960	8 
961	21 
962	21 
963	19 
964	8 
965	17 
966	21 
967	17 
968	12 
969	12 
970	15 
971	3 
972	3 
973	21 
974	11 
975	2 
976	19 
977	8 
978	17 
979	7 
980	7 
981	19 
982	8 
983	2 
984	17 
985	14 
986	12 
987	8 
988	2 
989	7 
990	17 
991	3 
992	1 
993	21 
994	8 
995	21 
996	8 
997	11 
998	12 
999	14 
1000	14 
